Year,VAR,Variable,Country,Unit,PowerCode,Value
2000,PUBMECTR,Primary treatment,Japan,Percentage,Units,0.0
2005,PUBMECTR,Primary treatment,Japan,Percentage,Units,0.0
2010,PUBMECTR,Primary treatment,Japan,Percentage,Units,0.0
2011,PUBMECTR,Primary treatment,Japan,Percentage,Units,0.0
2012,PUBMECTR,Primary treatment,Japan,Percentage,Units,0.0
2013,PUBMECTR,Primary treatment,Japan,Percentage,Units,0.0
2014,PUBMECTR,Primary treatment,Japan,Percentage,Units,0.0
2015,PUBMECTR,Primary treatment,Japan,Percentage,Units,0.0
2016,PUBMECTR,Primary treatment,Japan,Percentage,Units,0.0
2010,TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Spain,Percentage,Units,98.0
2012,TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Spain,Percentage,Units,98.7
2014,TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Spain,Percentage,Units,98.4
1980,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Korea,Percentage,Units,8.300000191
2000,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Korea,Percentage,Units,70.5
2005,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Korea,Percentage,Units,83.5
2010,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Korea,Percentage,Units,90.09999847
2011,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Korea,Percentage,Units,90.90000153
2012,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Korea,Percentage,Units,91.59999847
2013,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Korea,Percentage,Units,92.11
2014,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Korea,Percentage,Units,92.54
2015,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Korea,Percentage,Units,92.89
2016,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Korea,Percentage,Units,93.22187428
1970,TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Hungary,Percentage,Units,21.0
1980,TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Hungary,Percentage,Units,36.0
2000,TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Hungary,Percentage,Units,63.70000076
2000,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Turkey,Percentage,Units,26.3
2005,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Turkey,Percentage,Units,42.1
2010,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Turkey,Percentage,Units,52.1
2012,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Turkey,Percentage,Units,58.3
2013,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Turkey,Percentage,Units,63.7
2014,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Turkey,Percentage,Units,64.1
2015,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Turkey,Percentage,Units,69.9
2016,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Turkey,Percentage,Units,70.7
1970,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Italy,Percentage,Units,14.0
1980,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Italy,Percentage,Units,30.0
2005,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Italy,Percentage,Units,56.45
2012,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Italy,Percentage,Units,60.83
2015,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Italy,Percentage,Units,62.5
1980,TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),England and Wales,Percentage,Units,95.0
2000,TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),England and Wales,Percentage,Units,96.59999847
2005,TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),England and Wales,Percentage,Units,100.0
2010,TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),England and Wales,Percentage,Units,100.0
1970,TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Denmark,Percentage,Units,59.5
2000,TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Denmark,Percentage,Units,100.0
2010,TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Denmark,Percentage,Units,100.0
2011,TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Denmark,Percentage,Units,100.0
2012,TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Denmark,Percentage,Units,100.0
2013,TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Denmark,Percentage,Units,100.0
2014,TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Denmark,Percentage,Units,100.0
2015,TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Denmark,Percentage,Units,100.0
2016,TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Denmark,Percentage,Units,100.0
2017,TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Denmark,Percentage,Units,100.0
2000,TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Mexico,Percentage,Units,34.29999924
2005,TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Mexico,Percentage,Units,50.90000153
2010,TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Mexico,Percentage,Units,61.79999924
2005,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Germany,Percentage,Units,97.3
2010,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Germany,Percentage,Units,95.7
2011,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Germany,Percentage,Units,95.9
2012,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Germany,Percentage,Units,96.1
2013,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Germany,Percentage,Units,96.1
2014,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Germany,Percentage,Units,96.5
2015,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Germany,Percentage,Units,96.8
2016,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Germany,Percentage,Units,97.13
1970,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Sweden,Percentage,Units,63.0
1980,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Sweden,Percentage,Units,82.0
2000,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Sweden,Percentage,Units,86.0
2005,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Sweden,Percentage,Units,86.0
2010,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Sweden,Percentage,Units,86.0
2011,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Sweden,Percentage,Units,86.0
2012,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Sweden,Percentage,Units,87.0
2013,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Sweden,Percentage,Units,87.0
2014,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Sweden,Percentage,Units,87.0
2015,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Sweden,Percentage,Units,87.0
2016,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Sweden,Percentage,Units,87.0
2017,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Sweden,Percentage,Units,87.0
2000,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Slovenia,Percentage,Units,36.2
2005,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Slovenia,Percentage,Units,49.9
2010,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Slovenia,Percentage,Units,51.7
2011,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Slovenia,Percentage,Units,54.4
2012,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Slovenia,Percentage,Units,53.7
2013,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Slovenia,Percentage,Units,55.1
2014,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Slovenia,Percentage,Units,55.3
2015,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Slovenia,Percentage,Units,56.5
2016,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Slovenia,Percentage,Units,62.1
2017,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Slovenia,Percentage,Units,66.0
2000,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Chile,Percentage,Units,20.9
2005,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Chile,Percentage,Units,73.30000305
2010,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Chile,Percentage,Units,86.93029785
2011,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Chile,Percentage,Units,90.58789825
2012,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Chile,Percentage,Units,100.0
2013,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Chile,Percentage,Units,99.93
2014,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Chile,Percentage,Units,99.93
2015,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Chile,Percentage,Units,99.85
2016,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Chile,Percentage,Units,99.93
2017,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Chile,Percentage,Units,99.97
2010,TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Greece,Percentage,Units,87.32
2011,TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Greece,Percentage,Units,88.2
2012,TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Greece,Percentage,Units,92.03
2013,TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Greece,Percentage,Units,92.83
2014,TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Greece,Percentage,Units,92.83
2000,PUBNOTR,Connected to a wastewater treatment plant without treatment,United States,Percentage,Units,0.0
2012,PUBNOTR,Connected to a wastewater treatment plant without treatment,United States,Percentage,Units,0.0
2000,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Estonia,Percentage,Units,69.0
2005,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Estonia,Percentage,Units,74.0
2010,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Estonia,Percentage,Units,81.58000183
2011,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Estonia,Percentage,Units,81.66999817
2012,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Estonia,Percentage,Units,81.8
2013,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Estonia,Percentage,Units,82.24
2014,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Estonia,Percentage,Units,83.0
2015,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Estonia,Percentage,Units,82.66107638
2016,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Estonia,Percentage,Units,82.87
2017,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Estonia,Percentage,Units,82.9
1980,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Ireland,Percentage,Units,11.19999981
2011,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Ireland,Percentage,Units,64.73999786
2012,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Ireland,Percentage,Units,60.6
2013,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Ireland,Percentage,Units,61.1
2014,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Ireland,Percentage,Units,61.63
2015,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Ireland,Percentage,Units,62.1
2016,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Ireland,Percentage,Units,62.6
2017,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Ireland,Percentage,Units,62.6
1970,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),United States,Percentage,Units,42.0
2000,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),United States,Percentage,Units,75.40000153
2012,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),United States,Percentage,Units,75.5
2000,TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Switzerland,Percentage,Units,98.80000305
2005,TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Switzerland,Percentage,Units,99.09999847
2010,TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Switzerland,Percentage,Units,99.69999695
2013,TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Switzerland,Percentage,Units,99.7
2000,PUBNOTR,Connected to a wastewater treatment plant without treatment,Korea,Percentage,Units,0.0
2005,PUBNOTR,Connected to a wastewater treatment plant without treatment,Korea,Percentage,Units,0.0
2010,PUBNOTR,Connected to a wastewater treatment plant without treatment,Korea,Percentage,Units,0.0
2011,PUBNOTR,Connected to a wastewater treatment plant without treatment,Korea,Percentage,Units,0.0
2012,PUBNOTR,Connected to a wastewater treatment plant without treatment,Korea,Percentage,Units,0.0
2013,PUBNOTR,Connected to a wastewater treatment plant without treatment,Korea,Percentage,Units,0.0
2014,PUBNOTR,Connected to a wastewater treatment plant without treatment,Korea,Percentage,Units,0.0
2015,PUBNOTR,Connected to a wastewater treatment plant without treatment,Korea,Percentage,Units,0.0
2016,PUBNOTR,Connected to a wastewater treatment plant without treatment,Korea,Percentage,Units,0.0
2010,TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),France,Percentage,Units,100.0
2011,TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),France,Percentage,Units,100.0
2012,TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),France,Percentage,Units,100.0
2013,TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),France,Percentage,Units,100.0
2014,TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),France,Percentage,Units,100.0
2015,TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),France,Percentage,Units,100.0
2016,TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),France,Percentage,Units,100.0
2000,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Spain,Percentage,Units,81.0
