Year,Country,VAR,Value
2000,Austria,LULUCF,-16418.736
2001,Austria,LULUCF,-19265.353
2002,Austria,LULUCF,-14262.082
2003,Austria,LULUCF,-4869.083
2004,Austria,LULUCF,-9188.245
2005,Austria,LULUCF,-10659.313
2006,Austria,LULUCF,-5169.15
2007,Austria,LULUCF,-5496.55
2008,Austria,LULUCF,-4261.831
2009,Austria,LULUCF,-4532.074
2010,Austria,LULUCF,-5863.738
2011,Austria,LULUCF,-6090.931
2012,Austria,LULUCF,-5466.877
2013,Austria,LULUCF,-4517.078
2014,Austria,LULUCF,-4723.957
2015,Austria,LULUCF,-4551.092
2016,Austria,LULUCF,-4378.831
2017,Austria,LULUCF,-4906.045
2000,Germany,LULUCF,-37960.401
2001,Germany,LULUCF,-38576.302
2002,Germany,LULUCF,-4237.172
2003,Germany,LULUCF,-6249.145
2004,Germany,LULUCF,-9361.618
2005,Germany,LULUCF,-12059.523
2006,Germany,LULUCF,-12443.891
2007,Germany,LULUCF,-11866.591
2008,Germany,LULUCF,-18765.361
2009,Germany,LULUCF,-18029.498
2010,Germany,LULUCF,-16368.629
2011,Germany,LULUCF,-15733.276
2012,Germany,LULUCF,-14475.654
2013,Germany,LULUCF,-14287.538
2014,Germany,LULUCF,-14891.187
2015,Germany,LULUCF,-14375.436
2016,Germany,LULUCF,-13909.486
2017,Germany,LULUCF,-15185.212
2000,Sweden,LULUCF,-36595.004
2001,Sweden,LULUCF,-41776.48
2002,Sweden,LULUCF,-39551.076
2003,Sweden,LULUCF,-36078.091
2004,Sweden,LULUCF,-33421.19
2005,Sweden,LULUCF,-31450.586
2006,Sweden,LULUCF,-35772.079
2007,Sweden,LULUCF,-38287.217
2008,Sweden,LULUCF,-38350.508
2009,Sweden,LULUCF,-39385.547
2010,Sweden,LULUCF,-43946.705
2011,Sweden,LULUCF,-37285.8
2012,Sweden,LULUCF,-42398.433
2013,Sweden,LULUCF,-39563.847
2014,Sweden,LULUCF,-41147.014
2015,Sweden,LULUCF,-45455.197
2016,Sweden,LULUCF,-44537.753
2017,Sweden,LULUCF,-43727.44
2000,France,ENER_TRANS,142070.679
2001,France,ENER_TRANS,144829.352
2002,France,ENER_TRANS,145761.386
2003,France,ENER_TRANS,145121.905
2004,France,ENER_TRANS,145720.496
2005,France,ENER_TRANS,143412.442
2006,France,ENER_TRANS,142721.318
2007,France,ENER_TRANS,141367.097
2008,France,ENER_TRANS,134824.496
2009,France,ENER_TRANS,133263.071
2010,France,ENER_TRANS,136269.297
2011,France,ENER_TRANS,136322.777
2012,France,ENER_TRANS,134774.411
2013,France,ENER_TRANS,134159.559
2014,France,ENER_TRANS,133981.91
2015,France,ENER_TRANS,135100.733
2016,France,ENER_TRANS,135678.512
2017,France,ENER_TRANS,136066.747
2000,Switzerland,ENER_OTH,151.156
2001,Switzerland,ENER_OTH,148.414
2002,Switzerland,ENER_OTH,154.554
2003,Switzerland,ENER_OTH,140.137
2004,Switzerland,ENER_OTH,128.871
2005,Switzerland,ENER_OTH,138.718
2006,Switzerland,ENER_OTH,142.766
2007,Switzerland,ENER_OTH,135.644
2008,Switzerland,ENER_OTH,130.572
2009,Switzerland,ENER_OTH,132.592
2010,Switzerland,ENER_OTH,137.404
2011,Switzerland,ENER_OTH,124.65
2012,Switzerland,ENER_OTH,132.448
2013,Switzerland,ENER_OTH,133.394
2014,Switzerland,ENER_OTH,138.7
2015,Switzerland,ENER_OTH,135.178
2016,Switzerland,ENER_OTH,139.387
2017,Switzerland,ENER_OTH,127.618
2000,Luxembourg,LULUCF,-671.497
2001,Luxembourg,LULUCF,-682.523
2002,Luxembourg,LULUCF,-684.382
2003,Luxembourg,LULUCF,-644.954
2004,Luxembourg,LULUCF,-649.328
2005,Luxembourg,LULUCF,-601.148
2006,Luxembourg,LULUCF,-514.116
2007,Luxembourg,LULUCF,-429.382
2008,Luxembourg,LULUCF,-446.675
2009,Luxembourg,LULUCF,-422.844
2010,Luxembourg,LULUCF,-88.418
2011,Luxembourg,LULUCF,-220.31
2012,Luxembourg,LULUCF,-312.626
2013,Luxembourg,LULUCF,-500.109
2014,Luxembourg,LULUCF,-416.107
2015,Luxembourg,LULUCF,-361.953
2016,Luxembourg,LULUCF,-452.099
2017,Luxembourg,LULUCF,-343.817
2000,Turkey,ENER_MANUF,57936.315
2001,Turkey,ENER_MANUF,45656.046
2002,Turkey,ENER_MANUF,57112.132
2003,Turkey,ENER_MANUF,66681.953
2004,Turkey,ENER_MANUF,63856.882
2005,Turkey,ENER_MANUF,63004.488
2006,Turkey,ENER_MANUF,70084.42
2007,Turkey,ENER_MANUF,71873.872
2008,Turkey,ENER_MANUF,47354.126
2009,Turkey,ENER_MANUF,46225.694
2010,Turkey,ENER_MANUF,52332.009
2011,Turkey,ENER_MANUF,52584.623
2012,Turkey,ENER_MANUF,61051.873
2013,Turkey,ENER_MANUF,52977.798
2014,Turkey,ENER_MANUF,54438.389
2015,Turkey,ENER_MANUF,59584.848
2016,Turkey,ENER_MANUF,60070.627
2017,Turkey,ENER_MANUF,60180.347
2000,Russia,ENER_OSECT,181159.846
2001,Russia,ENER_OSECT,191396.167
2002,Russia,ENER_OSECT,164288.613
2003,Russia,ENER_OSECT,166484.017
2004,Russia,ENER_OSECT,157770.54
2005,Russia,ENER_OSECT,137399.075
2006,Russia,ENER_OSECT,139365.456
2007,Russia,ENER_OSECT,138823.803
2008,Russia,ENER_OSECT,143273.693
2009,Russia,ENER_OSECT,142650.403
2010,Russia,ENER_OSECT,135921.704
2011,Russia,ENER_OSECT,145700.265
2012,Russia,ENER_OSECT,124508.083
2013,Russia,ENER_OSECT,139315.846
2014,Russia,ENER_OSECT,143497.025
2015,Russia,ENER_OSECT,154258.57
2016,Russia,ENER_OSECT,159624.912
2017,Russia,ENER_OSECT,175644.051
2000,Lithuania,ENER_OTH,3.497
2001,Lithuania,ENER_OTH,0.728
2002,Lithuania,ENER_OTH,1.093
2003,Lithuania,ENER_OTH,3.497
2004,Lithuania,ENER_OTH,9.397
2005,Lithuania,ENER_OTH,12.526
2006,Lithuania,ENER_OTH,12.161
2007,Lithuania,ENER_OTH,15.95
2008,Lithuania,ENER_OTH,12.384
2009,Lithuania,ENER_OTH,11.364
2010,Lithuania,ENER_OTH,16.027
2011,Lithuania,ENER_OTH,12.894
2012,Lithuania,ENER_OTH,9.033
2013,Lithuania,ENER_OTH,17.411
2014,Lithuania,ENER_OTH,35.186
2015,Lithuania,ENER_OTH,36.319
2016,Lithuania,ENER_OTH,25.177
2017,Lithuania,ENER_OTH,25.876
2000,Germany,ENER_IND,358027.853
2001,Germany,ENER_IND,371288.754
2002,Germany,ENER_IND,372570.403
2003,Germany,ENER_IND,386886.638
2004,Germany,ENER_IND,384348.023
2005,Germany,ENER_IND,379440.222
2006,Germany,ENER_IND,381246.805
2007,Germany,ENER_IND,388483.95
2008,Germany,ENER_IND,368316.992
2009,Germany,ENER_IND,344083.002
2010,Germany,ENER_IND,356236.861
2011,Germany,ENER_IND,353906.642
2012,Germany,ENER_IND,363639.487
2013,Germany,ENER_IND,366889.801
2014,Germany,ENER_IND,348116.832
2015,Germany,ENER_IND,335930.563
2016,Germany,ENER_IND,332882.596
2017,Germany,ENER_IND,313447.009
2000,Czech Republic,LULUCF,-7887.463
2001,Czech Republic,LULUCF,-8228.026
2002,Czech Republic,LULUCF,-7859.941
2003,Czech Republic,LULUCF,-6346.41
2004,Czech Republic,LULUCF,-6520.957
2005,Czech Republic,LULUCF,-7036.869
2006,Czech Republic,LULUCF,-4827.059
2007,Czech Republic,LULUCF,-2563.652
2008,Czech Republic,LULUCF,-5833.383
2009,Czech Republic,LULUCF,-6906.65
2010,Czech Republic,LULUCF,-5538.868
2011,Czech Republic,LULUCF,-6851.492
2012,Czech Republic,LULUCF,-6690.451
2013,Czech Republic,LULUCF,-5975.257
2014,Czech Republic,LULUCF,-5919.982
2015,Czech Republic,LULUCF,-5082.319
2016,Czech Republic,LULUCF,-5158.031
2017,Czech Republic,LULUCF,-2134.937
2000,Latvia,ENER_OSECT,1273.921
2001,Latvia,ENER_OSECT,1449.826
2002,Latvia,ENER_OSECT,1421.897
2003,Latvia,ENER_OSECT,1535.46
2004,Latvia,ENER_OSECT,1595.919
2005,Latvia,ENER_OSECT,1566.222
2006,Latvia,ENER_OSECT,1626.98
2007,Latvia,ENER_OSECT,1647.5
2008,Latvia,ENER_OSECT,1537.608
2009,Latvia,ENER_OSECT,1550.391
2010,Latvia,ENER_OSECT,1695.213
2011,Latvia,ENER_OSECT,1588.033
2012,Latvia,ENER_OSECT,1528.351
2013,Latvia,ENER_OSECT,1490.116
2014,Latvia,ENER_OSECT,1487.277
2015,Latvia,ENER_OSECT,1437.581
2016,Latvia,ENER_OSECT,1463.352
2017,Latvia,ENER_OSECT,1514.654
2000,Ireland,ENER_IND,16116.301
2001,Ireland,ENER_IND,17334.223
2002,Ireland,ENER_IND,16420.337
2003,Ireland,ENER_IND,15726.017
2004,Ireland,ENER_IND,15335.427
2005,Ireland,ENER_IND,15828.51
2006,Ireland,ENER_IND,15076.624
2007,Ireland,ENER_IND,14583.003
2008,Ireland,ENER_IND,14710.483
2009,Ireland,ENER_IND,13119.11
2010,Ireland,ENER_IND,13380.237
2011,Ireland,ENER_IND,11979.413
2012,Ireland,ENER_IND,12816.109
2013,Ireland,ENER_IND,11409.479
2014,Ireland,ENER_IND,11186.232
2015,Ireland,ENER_IND,11802.745
2016,Ireland,ENER_IND,12516.282
2017,Ireland,ENER_IND,11646.824
2000,Australia,ENER_TRANS,74127.582
2001,Australia,ENER_TRANS,74092.405
2002,Australia,ENER_TRANS,75623.85
2003,Australia,ENER_TRANS,78104.581
2004,Australia,ENER_TRANS,81175.769
2005,Australia,ENER_TRANS,82211.726
2006,Australia,ENER_TRANS,83503.686
2007,Australia,ENER_TRANS,85851.112
2008,Australia,ENER_TRANS,86957.285
2009,Australia,ENER_TRANS,87320.87
2010,Australia,ENER_TRANS,88777.533
2011,Australia,ENER_TRANS,91400.146
2012,Australia,ENER_TRANS,91935.231
2013,Australia,ENER_TRANS,92151.823
2014,Australia,ENER_TRANS,93269.645
2015,Australia,ENER_TRANS,95267.672
2016,Australia,ENER_TRANS,96353.685
2017,Australia,ENER_TRANS,98731.775
2000,Sweden,ENER_OSECT,8403.677
2001,Sweden,ENER_OSECT,7585.497
2002,Sweden,ENER_OSECT,7128.335
2003,Sweden,ENER_OSECT,6863.302
2004,Sweden,ENER_OSECT,6566.486
2005,Sweden,ENER_OSECT,5482.945
2006,Sweden,ENER_OSECT,4869.846
2007,Sweden,ENER_OSECT,4627.642
2008,Sweden,ENER_OSECT,4078.847
2009,Sweden,ENER_OSECT,3813.726
2010,Sweden,ENER_OSECT,4074.123
2011,Sweden,ENER_OSECT,3706.572
2012,Sweden,ENER_OSECT,3514.727
2013,Sweden,ENER_OSECT,3334.654
2014,Sweden,ENER_OSECT,3177.548
2015,Sweden,ENER_OSECT,3119.773
2016,Sweden,ENER_OSECT,2950.529
2017,Sweden,ENER_OSECT,2897.455
2000,Hungary,ENER_FU,1504.343
2001,Hungary,ENER_FU,1453.672
2002,Hungary,ENER_FU,1456.413
2003,Hungary,ENER_FU,1508.427
2004,Hungary,ENER_FU,1264.866
2005,Hungary,ENER_FU,1153.607
2006,Hungary,ENER_FU,1135.384
2007,Hungary,ENER_FU,1063.314
2008,Hungary,ENER_FU,1139.782
2009,Hungary,ENER_FU,1081.175
2010,Hungary,ENER_FU,1137.257
2011,Hungary,ENER_FU,1014.731
2012,Hungary,ENER_FU,909.503
2013,Hungary,ENER_FU,843.044
2014,Hungary,ENER_FU,863.583
2015,Hungary,ENER_FU,775.395
2016,Hungary,ENER_FU,842.585
2017,Hungary,ENER_FU,994.539
2000,United States,ENER_FU,327051.672
2001,United States,ENER_FU,328385.878
2002,United States,ENER_FU,319731.863
2003,United States,ENER_FU,318572.609
2004,United States,ENER_FU,319169.706
2005,United States,ENER_FU,319995.899
2006,United States,ENER_FU,324917.235
2007,United States,ENER_FU,321989.203
2008,United States,ENER_FU,337997.145
2009,United States,ENER_FU,329875.342
2010,United States,ENER_FU,334006.755
2011,United States,ENER_FU,329097.814
2012,United States,ENER_FU,325422.745
2013,United States,ENER_FU,335408.649
2014,United States,ENER_FU,340252.341
2015,United States,ENER_FU,338168.78
2016,United States,ENER_FU,319409.288
2017,United States,ENER_FU,321995.311
2000,Denmark,ENER_OTH,207.652
2001,Denmark,ENER_OTH,198.02
2002,Denmark,ENER_OTH,194.18
2003,Denmark,ENER_OTH,201.702
2004,Denmark,ENER_OTH,355.121
2005,Denmark,ENER_OTH,386.106
2006,Denmark,ENER_OTH,241.618
2007,Denmark,ENER_OTH,287.522
2008,Denmark,ENER_OTH,221.126
2009,Denmark,ENER_OTH,279.233
2010,Denmark,ENER_OTH,233.232
2011,Denmark,ENER_OTH,316.202
2012,Denmark,ENER_OTH,231.963
2013,Denmark,ENER_OTH,246.107
2014,Denmark,ENER_OTH,234.677
2015,Denmark,ENER_OTH,207.933
2016,Denmark,ENER_OTH,213.979
2017,Denmark,ENER_OTH,310.283
2000,Czech Republic,ENER_IND,62061.947
2001,Czech Republic,ENER_IND,64244.829
2002,Czech Republic,ENER_IND,62799.209
2003,Czech Republic,ENER_IND,62449.022
2004,Czech Republic,ENER_IND,62567.976
2005,Czech Republic,ENER_IND,63165.653
2006,Czech Republic,ENER_IND,62614.741
2007,Czech Republic,ENER_IND,66264.461
2008,Czech Republic,ENER_IND,61533.354
2009,Czech Republic,ENER_IND,57461.969
2010,Czech Republic,ENER_IND,62122.329
2011,Czech Republic,ENER_IND,61884.384
2012,Czech Republic,ENER_IND,58755.486
2013,Czech Republic,ENER_IND,55168.347
2014,Czech Republic,ENER_IND,53789.685
2015,Czech Republic,ENER_IND,53690.074
2016,Czech Republic,ENER_IND,54456.018
2017,Czech Republic,ENER_IND,51764.513
2000,Slovak Republic,ENER_MANUF,9435.516
2001,Slovak Republic,ENER_MANUF,9494.777
2002,Slovak Republic,ENER_MANUF,8370.249
2003,Slovak Republic,ENER_MANUF,9229.506
2004,Slovak Republic,ENER_MANUF,8564.451
2005,Slovak Republic,ENER_MANUF,8578.143
2006,Slovak Republic,ENER_MANUF,9206.165
2007,Slovak Republic,ENER_MANUF,8318.852
2008,Slovak Republic,ENER_MANUF,8142.558
2009,Slovak Republic,ENER_MANUF,7712.155
2010,Slovak Republic,ENER_MANUF,7666.18
2011,Slovak Republic,ENER_MANUF,8808.831
2012,Slovak Republic,ENER_MANUF,7041.491
2013,Slovak Republic,ENER_MANUF,7183.262
2014,Slovak Republic,ENER_MANUF,7303.828
2015,Slovak Republic,ENER_MANUF,6771.021
2016,Slovak Republic,ENER_MANUF,6710.193
2017,Slovak Republic,ENER_MANUF,7136.153
2000,Italy,ENER_OTH,880.943
2001,Italy,ENER_OTH,379.793
2002,Italy,ENER_OTH,336.363
2003,Italy,ENER_OTH,723.866
2004,Italy,ENER_OTH,1208.385
2005,Italy,ENER_OTH,1323.449
2006,Italy,ENER_OTH,1085.173
2007,Italy,ENER_OTH,992.072
2008,Italy,ENER_OTH,820.325
2009,Italy,ENER_OTH,941.424
2010,Italy,ENER_OTH,692.471
2011,Italy,ENER_OTH,545.522
2012,Italy,ENER_OTH,362.863
2013,Italy,ENER_OTH,626.063
2014,Italy,ENER_OTH,599.344
2015,Italy,ENER_OTH,478.332
2016,Italy,ENER_OTH,532.883
2017,Italy,ENER_OTH,339.595
2000,Japan,ENER_TRANS,256965.627
2001,Japan,ENER_TRANS,260987.609
2002,Japan,ENER_TRANS,257089.23
2003,Japan,ENER_TRANS,252777.61
2004,Japan,ENER_TRANS,246557.022
2005,Japan,ENER_TRANS,240841.293
2006,Japan,ENER_TRANS,237997.16
2007,Japan,ENER_TRANS,235104.022
2008,Japan,ENER_TRANS,227318.39
2009,Japan,ENER_TRANS,223856.761
2010,Japan,ENER_TRANS,224191.89
2011,Japan,ENER_TRANS,219250.461
2012,Japan,ENER_TRANS,220034.119
2013,Japan,ENER_TRANS,217065.474
2014,Japan,ENER_TRANS,212015.225
2015,Japan,ENER_TRANS,210704.691
2016,Japan,ENER_TRANS,208777.839
2017,Japan,ENER_TRANS,207042.266
2000,Belgium,LULUCF,-1774.75
2001,Belgium,LULUCF,-1641.802
2002,Belgium,LULUCF,-1695.474
2003,Belgium,LULUCF,-1647.758
2004,Belgium,LULUCF,-1554.533
2005,Belgium,LULUCF,-1536.582
2006,Belgium,LULUCF,-1520.171
2007,Belgium,LULUCF,-1310.496
2008,Belgium,LULUCF,-1054.719
2009,Belgium,LULUCF,-1069.869
2010,Belgium,LULUCF,-331.002
2011,Belgium,LULUCF,-159.39
2012,Belgium,LULUCF,-250.734
2013,Belgium,LULUCF,-322.112
2014,Belgium,LULUCF,-284.272
2015,Belgium,LULUCF,-295.711
2016,Belgium,LULUCF,-285.509
2017,Belgium,LULUCF,-259.416
2000,Poland,ENER_FU,21375.675
2001,Poland,ENER_FU,23248.571
2002,Poland,ENER_FU,22308.302
2003,Poland,ENER_FU,23321.352
2004,Poland,ENER_FU,22764.885
2005,Poland,ENER_FU,23514.291
2006,Poland,ENER_FU,23790.415
2007,Poland,ENER_FU,23131.895
2008,Poland,ENER_FU,22743.754
2009,Poland,ENER_FU,21146.748
2010,Poland,ENER_FU,21263.528
2011,Poland,ENER_FU,21660.575
2012,Poland,ENER_FU,22209.19
2013,Poland,ENER_FU,22999.07
2014,Poland,ENER_FU,22814.354
2015,Poland,ENER_FU,24031.949
2016,Poland,ENER_FU,23879.197
2017,Poland,ENER_FU,24293.322
2000,Estonia,LULUCF,-3391.622
2001,Estonia,LULUCF,-1663.575
2002,Estonia,LULUCF,-2422.364
2003,Estonia,LULUCF,-2776.247
2004,Estonia,LULUCF,-2839.567
2005,Estonia,LULUCF,-2931.656
2006,Estonia,LULUCF,-3189.539
2007,Estonia,LULUCF,-3559.022
2008,Estonia,LULUCF,-3382.107
2009,Estonia,LULUCF,-3245.121
2010,Estonia,LULUCF,-2144.754
2011,Estonia,LULUCF,-2516.241
2012,Estonia,LULUCF,-2623.762
2013,Estonia,LULUCF,-1654.023
2014,Estonia,LULUCF,-1831.767
2015,Estonia,LULUCF,-2382.199
2016,Estonia,LULUCF,-2745.207
2017,Estonia,LULUCF,-1792.741
2000,Canada,ENER_OSECT,97867.686
2001,Canada,ENER_OSECT,92747.738
2002,Canada,ENER_OSECT,96445.291
2003,Canada,ENER_OSECT,100571.36
2004,Canada,ENER_OSECT,98065.106
2005,Canada,ENER_OSECT,95460.177
2006,Canada,ENER_OSECT,89615.624
2007,Canada,ENER_OSECT,96023.602
2008,Canada,ENER_OSECT,94700.943
2009,Canada,ENER_OSECT,91951.846
2010,Canada,ENER_OSECT,89458.544
2011,Canada,ENER_OSECT,95313.178
2012,Canada,ENER_OSECT,88919.326
2013,Canada,ENER_OSECT,91673.027
2014,Canada,ENER_OSECT,95214.059
2015,Canada,ENER_OSECT,91193.065
2016,Canada,ENER_OSECT,86483.607
2017,Canada,ENER_OSECT,89629.31
2000,Portugal,ENER_OSECT,6434.553
2001,Portugal,ENER_OSECT,6808.099
2002,Portugal,ENER_OSECT,7033.794
2003,Portugal,ENER_OSECT,7141.985
2004,Portugal,ENER_OSECT,7431.611
2005,Portugal,ENER_OSECT,7306.091
2006,Portugal,ENER_OSECT,6112.346
2007,Portugal,ENER_OSECT,5957.847
2008,Portugal,ENER_OSECT,5557.076
2009,Portugal,ENER_OSECT,5362.93
2010,Portugal,ENER_OSECT,5311.228
2011,Portugal,ENER_OSECT,4743.053
2012,Portugal,ENER_OSECT,4554.633
2013,Portugal,ENER_OSECT,4499.947
2014,Portugal,ENER_OSECT,4442.843
2015,Portugal,ENER_OSECT,4391.162
2016,Portugal,ENER_OSECT,4368.059
2017,Portugal,ENER_OSECT,4371.443
2000,Ireland,LULUCF,5659.838
2001,Ireland,LULUCF,5756.876
2002,Ireland,LULUCF,6002.511
2003,Ireland,LULUCF,6379.97
2004,Ireland,LULUCF,4900.739
2005,Ireland,LULUCF,5661.544
2006,Ireland,LULUCF,6052.287
2007,Ireland,LULUCF,5034.632
2008,Ireland,LULUCF,4740.572
2009,Ireland,LULUCF,4347.759
2010,Ireland,LULUCF,5321.712
2011,Ireland,LULUCF,4456.035
2012,Ireland,LULUCF,4176.396
2013,Ireland,LULUCF,4722.827
2014,Ireland,LULUCF,3965.038
2015,Ireland,LULUCF,4733.382
2016,Ireland,LULUCF,3766.466
2017,Ireland,LULUCF,5997.266
2000,Poland,ENER_TRANS,28678.481
2001,Poland,ENER_TRANS,28428.184
2002,Poland,ENER_TRANS,27426.47
2003,Poland,ENER_TRANS,29874.321
2004,Poland,ENER_TRANS,33773.044
2005,Poland,ENER_TRANS,36253.858
2006,Poland,ENER_TRANS,40091.391
2007,Poland,ENER_TRANS,44231.484
2008,Poland,ENER_TRANS,46194.251
2009,Poland,ENER_TRANS,46892.983
2010,Poland,ENER_TRANS,49404.157
2011,Poland,ENER_TRANS,49992.009
2012,Poland,ENER_TRANS,48040.489
2013,Poland,ENER_TRANS,45187.382
2014,Poland,ENER_TRANS,45529.753
2015,Poland,ENER_TRANS,48028.331
2016,Poland,ENER_TRANS,54778.104
2017,Poland,ENER_TRANS,63353.039
2000,Germany,ENER_OSECT,171038.205
2001,Germany,ENER_OSECT,192041.225
2002,Germany,ENER_OSECT,178766.424
2003,Germany,ENER_OSECT,171097.105
2004,Germany,ENER_OSECT,160620.636
2005,Germany,ENER_OSECT,158093.52
2006,Germany,ENER_OSECT,166737.597
2007,Germany,ENER_OSECT,130153.375
2008,Germany,ENER_OSECT,156189.179
2009,Germany,ENER_OSECT,143358.576
2010,Germany,ENER_OSECT,153272.933
2011,Germany,ENER_OSECT,132939.105
2012,Germany,ENER_OSECT,135430.875
2013,Germany,ENER_OSECT,144795.192
2014,Germany,ENER_OSECT,124111.528
2015,Germany,ENER_OSECT,129916.573
2016,Germany,ENER_OSECT,130771.113
2017,Germany,ENER_OSECT,137948.075
2000,Portugal,ENER_IND,21592.439
2001,Portugal,ENER_IND,22078.05
2002,Portugal,ENER_IND,25514.852
2003,Portugal,ENER_IND,20989.457
2004,Portugal,ENER_IND,22486.878
2005,Portugal,ENER_IND,25523.15
2006,Portugal,ENER_IND,22541.707
2007,Portugal,ENER_IND,19883.846
2008,Portugal,ENER_IND,19288.591
2009,Portugal,ENER_IND,19439.806
2010,Portugal,ENER_IND,14530.894
2011,Portugal,ENER_IND,16517.657
2012,Portugal,ENER_IND,17476.739
2013,Portugal,ENER_IND,15240.533
2014,Portugal,ENER_IND,14560.307
2015,Portugal,ENER_IND,18396.069
2016,Portugal,ENER_IND,17396.326
2017,Portugal,ENER_IND,20803.174
2000,Russia,ENER_IND,842615.264
2001,Russia,ENER_IND,854478.741
2002,Russia,ENER_IND,850411.527
2003,Russia,ENER_IND,862102.807
2004,Russia,ENER_IND,850473.968
2005,Russia,ENER_IND,861908.765
2006,Russia,ENER_IND,892928.445
2007,Russia,ENER_IND,879357.273
2008,Russia,ENER_IND,898704.444
2009,Russia,ENER_IND,838351.46
2010,Russia,ENER_IND,878937.435
2011,Russia,ENER_IND,888435.257
2012,Russia,ENER_IND,911080.801
2013,Russia,ENER_IND,853376.269
2014,Russia,ENER_IND,848749.089
2015,Russia,ENER_IND,820625.092
2016,Russia,ENER_IND,808954.736
2017,Russia,ENER_IND,806696.994
2000,Norway,ENER_OTH,190.348
2001,Norway,ENER_OTH,303.198
2002,Norway,ENER_OTH,491.602
2003,Norway,ENER_OTH,200.284
2004,Norway,ENER_OTH,357.756
2005,Norway,ENER_OTH,280.53
2006,Norway,ENER_OTH,262.313
2007,Norway,ENER_OTH,197.786
2008,Norway,ENER_OTH,155.556
2009,Norway,ENER_OTH,212.185
2010,Norway,ENER_OTH,242.462
2011,Norway,ENER_OTH,202.892
2012,Norway,ENER_OTH,220.613
2013,Norway,ENER_OTH,118.147
2014,Norway,ENER_OTH,100.523
2015,Norway,ENER_OTH,156.734
2016,Norway,ENER_OTH,208.615
2017,Norway,ENER_OTH,220.46
2000,Switzerland,ENER_MANUF,5924.602
2001,Switzerland,ENER_MANUF,6181.263
2002,Switzerland,ENER_MANUF,5735.26
2003,Switzerland,ENER_MANUF,5826.784
2004,Switzerland,ENER_MANUF,5972.329
2005,Switzerland,ENER_MANUF,5973.581
2006,Switzerland,ENER_MANUF,6148.014
2007,Switzerland,ENER_MANUF,5946.161
2008,Switzerland,ENER_MANUF,6018.138
2009,Switzerland,ENER_MANUF,5701.227
2010,Switzerland,ENER_MANUF,5813.74
2011,Switzerland,ENER_MANUF,5375.826
2012,Switzerland,ENER_MANUF,5386.727
2013,Switzerland,ENER_MANUF,5478.29
2014,Switzerland,ENER_MANUF,5079.118
2015,Switzerland,ENER_MANUF,4962.064
2016,Switzerland,ENER_MANUF,4964.804
2017,Switzerland,ENER_MANUF,4917.71
2000,Luxembourg,ENER_OSECT,1658.633
2001,Luxembourg,ENER_OSECT,1698.367
2002,Luxembourg,ENER_OSECT,1645.232
2003,Luxembourg,ENER_OSECT,1684.915
2004,Luxembourg,ENER_OSECT,1732.888
2005,Luxembourg,ENER_OSECT,1661.777
2006,Luxembourg,ENER_OSECT,1627.108
2007,Luxembourg,ENER_OSECT,1538.959
2008,Luxembourg,ENER_OSECT,1603.256
2009,Luxembourg,ENER_OSECT,1594.266
2010,Luxembourg,ENER_OSECT,1692.308
2011,Luxembourg,ENER_OSECT,1426.93
2012,Luxembourg,ENER_OSECT,1549.87
2013,Luxembourg,ENER_OSECT,1561.327
2014,Luxembourg,ENER_OSECT,1394.78
2015,Luxembourg,ENER_OSECT,1592.602
2016,Luxembourg,ENER_OSECT,1654.479
2017,Luxembourg,ENER_OSECT,1722.995
2000,United States,ENER_TRANS,1811649.678
2001,United States,ENER_TRANS,1788207.863
2002,United States,ENER_TRANS,1828580.164
2003,United States,ENER_TRANS,1816961.474
2004,United States,ENER_TRANS,1857446.06
2005,United States,ENER_TRANS,1877747.954
2006,United States,ENER_TRANS,1874149.512
2007,United States,ENER_TRANS,1870347.492
2008,United States,ENER_TRANS,1772486.858
2009,United States,ENER_TRANS,1700064.585
2010,United States,ENER_TRANS,1709199.587
2011,United States,ENER_TRANS,1690344.383
2012,United States,ENER_TRANS,1676262.214
2013,United States,ENER_TRANS,1692379.895
2014,United States,ENER_TRANS,1725458.265
2015,United States,ENER_TRANS,1736612.236
2016,United States,ENER_TRANS,1781875.829
2017,United States,ENER_TRANS,1802624.048
2000,France,ENER_FU,7853.307
2001,France,ENER_FU,7589.731
2002,France,ENER_FU,6748.067
2003,France,ENER_FU,6625.348
2004,France,ENER_FU,6171.203
2005,France,ENER_FU,5851.288
2006,France,ENER_FU,6057.252
2007,France,ENER_FU,6146.596
2008,France,ENER_FU,6420.281
2009,France,ENER_FU,6135.449
2010,France,ENER_FU,5785.52
2011,France,ENER_FU,5461.378
2012,France,ENER_FU,4835.341
2013,France,ENER_FU,4516.527
2014,France,ENER_FU,4292.388
2015,France,ENER_FU,4168.64
2016,France,ENER_FU,4203.705
