Year,Country,Pollutant,Value
2017,Spain,Sulphur Oxides,220.538
2000,Spain,Nitrogen Oxides,1360.918
2001,Spain,Nitrogen Oxides,1329.818
2002,Spain,Nitrogen Oxides,1365.732
2003,Spain,Nitrogen Oxides,1356.529
2004,Spain,Nitrogen Oxides,1389.453
2005,Spain,Nitrogen Oxides,1370.116
2006,Spain,Nitrogen Oxides,1321.916
2007,Spain,Nitrogen Oxides,1312.909
2008,Spain,Nitrogen Oxides,1104.54
2009,Spain,Nitrogen Oxides,983.403
2010,Spain,Nitrogen Oxides,926.36
2011,Spain,Nitrogen Oxides,908.586
2012,Spain,Nitrogen Oxides,873.882
2013,Spain,Nitrogen Oxides,758.782
2014,Spain,Nitrogen Oxides,775.513
2015,Spain,Nitrogen Oxides,778.44
2016,Spain,Nitrogen Oxides,743.066
2017,Spain,Nitrogen Oxides,740.899
2000,Spain,Particulates (PM10),236.868
2001,Spain,Particulates (PM10),226.303
2002,Spain,Particulates (PM10),231.697
2003,Spain,Particulates (PM10),235.434
2004,Spain,Particulates (PM10),235.796
2005,Spain,Particulates (PM10),235.46
2006,Spain,Particulates (PM10),233.636
2007,Spain,Particulates (PM10),232.353
2008,Spain,Particulates (PM10),206.68
2009,Spain,Particulates (PM10),199.561
2010,Spain,Particulates (PM10),190.686
2011,Spain,Particulates (PM10),188.706
2012,Spain,Particulates (PM10),180.721
2013,Spain,Particulates (PM10),173.548
2014,Spain,Particulates (PM10),173.071
2015,Spain,Particulates (PM10),173.957
2016,Spain,Particulates (PM10),173.222
2017,Spain,Particulates (PM10),172.132
2000,Spain,Particulates (PM2.5),139.855
2001,Spain,Particulates (PM2.5),129.715
2002,Spain,Particulates (PM2.5),131.441
2003,Spain,Particulates (PM2.5),133.252
2004,Spain,Particulates (PM2.5),132.014
2005,Spain,Particulates (PM2.5),131.678
2006,Spain,Particulates (PM2.5),128.07
2007,Spain,Particulates (PM2.5),128.044
2008,Spain,Particulates (PM2.5),117.045
2009,Spain,Particulates (PM2.5),118.478
2010,Spain,Particulates (PM2.5),113.783
2011,Spain,Particulates (PM2.5),113.995
2012,Spain,Particulates (PM2.5),110.094
2013,Spain,Particulates (PM2.5),106.048
2014,Spain,Particulates (PM2.5),104.742
2015,Spain,Particulates (PM2.5),105.112
2016,Spain,Particulates (PM2.5),103.155
2017,Spain,Particulates (PM2.5),105.132
2000,Spain,Carbon Monoxide,2304.284
2001,Spain,Carbon Monoxide,2110.238
2002,Spain,Carbon Monoxide,2000.176
2003,Spain,Carbon Monoxide,1899.881
2004,Spain,Carbon Monoxide,1847.599
2005,Spain,Carbon Monoxide,1763.423
2006,Spain,Carbon Monoxide,1644.235
2007,Spain,Carbon Monoxide,1611.237
2008,Spain,Carbon Monoxide,1504.957
2009,Spain,Carbon Monoxide,1358.372
2010,Spain,Carbon Monoxide,1425.823
2011,Spain,Carbon Monoxide,1386.197
2012,Spain,Carbon Monoxide,1320.67
2013,Spain,Carbon Monoxide,1301.051
2014,Spain,Carbon Monoxide,1314.277
2015,Spain,Carbon Monoxide,1299.182
2016,Spain,Carbon Monoxide,1293.049
2017,Spain,Carbon Monoxide,1310.112
2000,Spain,Non-methane Volatile Organic Compounds,942.327
2001,Spain,Non-methane Volatile Organic Compounds,912.821
2002,Spain,Non-methane Volatile Organic Compounds,885.088
2003,Spain,Non-methane Volatile Organic Compounds,846.368
2004,Spain,Non-methane Volatile Organic Compounds,830.554
2005,Spain,Non-methane Volatile Organic Compounds,801.979
2006,Spain,Non-methane Volatile Organic Compounds,774.667
2007,Spain,Non-methane Volatile Organic Compounds,764.734
2008,Spain,Non-methane Volatile Organic Compounds,697.841
2009,Spain,Non-methane Volatile Organic Compounds,638.311
2010,Spain,Non-methane Volatile Organic Compounds,630.126
2011,Spain,Non-methane Volatile Organic Compounds,606.164
2012,Spain,Non-methane Volatile Organic Compounds,582.484
2013,Spain,Non-methane Volatile Organic Compounds,563.428
2014,Spain,Non-methane Volatile Organic Compounds,568.438
2015,Spain,Non-methane Volatile Organic Compounds,588.14
2016,Spain,Non-methane Volatile Organic Compounds,602.803
2017,Spain,Non-methane Volatile Organic Compounds,617.561
2000,Sweden,Sulphur Oxides,43.412
2001,Sweden,Sulphur Oxides,41.225
2002,Sweden,Sulphur Oxides,41.283
2003,Sweden,Sulphur Oxides,41.671
2004,Sweden,Sulphur Oxides,36.999
2005,Sweden,Sulphur Oxides,35.806
2006,Sweden,Sulphur Oxides,35.287
2007,Sweden,Sulphur Oxides,30.699
2008,Sweden,Sulphur Oxides,28.317
2009,Sweden,Sulphur Oxides,26.917
2010,Sweden,Sulphur Oxides,28.522
2011,Sweden,Sulphur Oxides,25.735
2012,Sweden,Sulphur Oxides,24.73
2013,Sweden,Sulphur Oxides,22.278
2014,Sweden,Sulphur Oxides,19.912
2015,Sweden,Sulphur Oxides,17.653
2016,Sweden,Sulphur Oxides,18.33
2017,Sweden,Sulphur Oxides,17.644
2000,Sweden,Nitrogen Oxides,217.068
2001,Sweden,Nitrogen Oxides,206.984
2002,Sweden,Nitrogen Oxides,199.108
2003,Sweden,Nitrogen Oxides,195.481
2004,Sweden,Nitrogen Oxides,190.044
2005,Sweden,Nitrogen Oxides,185.183
2006,Sweden,Nitrogen Oxides,180.609
2007,Sweden,Nitrogen Oxides,173.677
2008,Sweden,Nitrogen Oxides,164.989
2009,Sweden,Nitrogen Oxides,154.029
2010,Sweden,Nitrogen Oxides,157.223
2011,Sweden,Nitrogen Oxides,149.463
2012,Sweden,Nitrogen Oxides,141.524
2013,Sweden,Nitrogen Oxides,139.005
2014,Sweden,Nitrogen Oxides,137.649
2015,Sweden,Nitrogen Oxides,132.927
2016,Sweden,Nitrogen Oxides,128.756
2017,Sweden,Nitrogen Oxides,124.724
2000,Sweden,Particulates (PM10),51.966
2001,Sweden,Particulates (PM10),51.081
2002,Sweden,Particulates (PM10),50.328
2003,Sweden,Particulates (PM10),51.246
2004,Sweden,Particulates (PM10),50.62
2005,Sweden,Particulates (PM10),50.611
2006,Sweden,Particulates (PM10),48.865
2007,Sweden,Particulates (PM10),48.7
2008,Sweden,Particulates (PM10),46.607
2009,Sweden,Particulates (PM10),44.551
2010,Sweden,Particulates (PM10),44.964
2011,Sweden,Particulates (PM10),45.868
2012,Sweden,Particulates (PM10),42.348
2013,Sweden,Particulates (PM10),43.87
2014,Sweden,Particulates (PM10),39.681
2015,Sweden,Particulates (PM10),39.024
2016,Sweden,Particulates (PM10),39.698
2017,Sweden,Particulates (PM10),40.31
2000,Sweden,Particulates (PM2.5),32.844
2001,Sweden,Particulates (PM2.5),31.874
2002,Sweden,Particulates (PM2.5),31.11
2003,Sweden,Particulates (PM2.5),31.76
2004,Sweden,Particulates (PM2.5),30.856
2005,Sweden,Particulates (PM2.5),30.816
2006,Sweden,Particulates (PM2.5),28.951
2007,Sweden,Particulates (PM2.5),28.62
2008,Sweden,Particulates (PM2.5),27.259
2009,Sweden,Particulates (PM2.5),26.052
2010,Sweden,Particulates (PM2.5),26.314
2011,Sweden,Particulates (PM2.5),25.769
2012,Sweden,Particulates (PM2.5),24.213
2013,Sweden,Particulates (PM2.5),23.702
2014,Sweden,Particulates (PM2.5),20.701
2015,Sweden,Particulates (PM2.5),19.668
2016,Sweden,Particulates (PM2.5),19.801
2017,Sweden,Particulates (PM2.5),20.105
2000,Sweden,Carbon Monoxide,663.383
2001,Sweden,Carbon Monoxide,625.371
2002,Sweden,Carbon Monoxide,590.476
2003,Sweden,Carbon Monoxide,578.957
2004,Sweden,Carbon Monoxide,541.737
2005,Sweden,Carbon Monoxide,528.942
2006,Sweden,Carbon Monoxide,502.563
2007,Sweden,Carbon Monoxide,497.737
2008,Sweden,Carbon Monoxide,480.72
2009,Sweden,Carbon Monoxide,466.298
2010,Sweden,Carbon Monoxide,454.845
2011,Sweden,Carbon Monoxide,441.231
2012,Sweden,Carbon Monoxide,417.708
2013,Sweden,Carbon Monoxide,411.716
2014,Sweden,Carbon Monoxide,397.741
2015,Sweden,Carbon Monoxide,385.153
2016,Sweden,Carbon Monoxide,386.035
2017,Sweden,Carbon Monoxide,385.432
2000,Sweden,Non-methane Volatile Organic Compounds,224.696
2001,Sweden,Non-methane Volatile Organic Compounds,218.302
2002,Sweden,Non-methane Volatile Organic Compounds,215.78
2003,Sweden,Non-methane Volatile Organic Compounds,216.693
2004,Sweden,Non-methane Volatile Organic Compounds,210.385
2005,Sweden,Non-methane Volatile Organic Compounds,208.989
2006,Sweden,Non-methane Volatile Organic Compounds,204.09
2007,Sweden,Non-methane Volatile Organic Compounds,198.663
2008,Sweden,Non-methane Volatile Organic Compounds,187.437
2009,Sweden,Non-methane Volatile Organic Compounds,181.688
2010,Sweden,Non-methane Volatile Organic Compounds,180.637
2011,Sweden,Non-methane Volatile Organic Compounds,173.961
2012,Sweden,Non-methane Volatile Organic Compounds,164.203
2013,Sweden,Non-methane Volatile Organic Compounds,160.241
2014,Sweden,Non-methane Volatile Organic Compounds,155.624
2015,Sweden,Non-methane Volatile Organic Compounds,153.722
2016,Sweden,Non-methane Volatile Organic Compounds,144.712
2017,Sweden,Non-methane Volatile Organic Compounds,146.961
2000,Switzerland,Sulphur Oxides,16.213
2001,Switzerland,Sulphur Oxides,17.028
2002,Switzerland,Sulphur Oxides,14.811
2003,Switzerland,Sulphur Oxides,15.04
2004,Switzerland,Sulphur Oxides,14.78
2005,Switzerland,Sulphur Oxides,13.835
2006,Switzerland,Sulphur Oxides,13.202
2007,Switzerland,Sulphur Oxides,11.493
2008,Switzerland,Sulphur Oxides,11.602
2009,Switzerland,Sulphur Oxides,10.306
2010,Switzerland,Sulphur Oxides,10.421
2011,Switzerland,Sulphur Oxides,8.411
2012,Switzerland,Sulphur Oxides,8.666
2013,Switzerland,Sulphur Oxides,8.086
2014,Switzerland,Sulphur Oxides,7.388
2015,Switzerland,Sulphur Oxides,5.716
2016,Switzerland,Sulphur Oxides,5.305
2017,Switzerland,Sulphur Oxides,5.295
2000,Switzerland,Nitrogen Oxides,104.16
2001,Switzerland,Nitrogen Oxides,100.838
2002,Switzerland,Nitrogen Oxides,95.193
2003,Switzerland,Nitrogen Oxides,93.003
2004,Switzerland,Nitrogen Oxides,91.495
2005,Switzerland,Nitrogen Oxides,90.989
2006,Switzerland,Nitrogen Oxides,88.07
2007,Switzerland,Nitrogen Oxides,85.347
2008,Switzerland,Nitrogen Oxides,83.7
2009,Switzerland,Nitrogen Oxides,78.119
2010,Switzerland,Nitrogen Oxides,76.638
2011,Switzerland,Nitrogen Oxides,71.846
2012,Switzerland,Nitrogen Oxides,71.798
2013,Switzerland,Nitrogen Oxides,71.614
2014,Switzerland,Nitrogen Oxides,67.754
2015,Switzerland,Nitrogen Oxides,63.74
2016,Switzerland,Nitrogen Oxides,61.928
2017,Switzerland,Nitrogen Oxides,59.508
2000,Switzerland,Particulates (PM10),18.603
2001,Switzerland,Particulates (PM10),18.319
2002,Switzerland,Particulates (PM10),17.702
2003,Switzerland,Particulates (PM10),17.658
2004,Switzerland,Particulates (PM10),17.576
2005,Switzerland,Particulates (PM10),17.531
2006,Switzerland,Particulates (PM10),17.367
2007,Switzerland,Particulates (PM10),17.097
2008,Switzerland,Particulates (PM10),17.194
2009,Switzerland,Particulates (PM10),16.754
2010,Switzerland,Particulates (PM10),16.741
2011,Switzerland,Particulates (PM10),16.118
2012,Switzerland,Particulates (PM10),16.248
2013,Switzerland,Particulates (PM10),16.168
2014,Switzerland,Particulates (PM10),15.408
2015,Switzerland,Particulates (PM10),15.175
2016,Switzerland,Particulates (PM10),15.041
2017,Switzerland,Particulates (PM10),15.088
2000,Switzerland,Particulates (PM2.5),10.553
2001,Switzerland,Particulates (PM2.5),10.381
2002,Switzerland,Particulates (PM2.5),9.796
2003,Switzerland,Particulates (PM2.5),9.72
2004,Switzerland,Particulates (PM2.5),9.541
2005,Switzerland,Particulates (PM2.5),9.445
2006,Switzerland,Particulates (PM2.5),9.233
2007,Switzerland,Particulates (PM2.5),8.784
2008,Switzerland,Particulates (PM2.5),8.766
2009,Switzerland,Particulates (PM2.5),8.318
2010,Switzerland,Particulates (PM2.5),8.259
2011,Switzerland,Particulates (PM2.5),7.584
2012,Switzerland,Particulates (PM2.5),7.661
2013,Switzerland,Particulates (PM2.5),7.511
2014,Switzerland,Particulates (PM2.5),6.841
2015,Switzerland,Particulates (PM2.5),6.696
2016,Switzerland,Particulates (PM2.5),6.574
2017,Switzerland,Particulates (PM2.5),6.536
2000,Switzerland,Carbon Monoxide,383.811
2001,Switzerland,Carbon Monoxide,364.361
2002,Switzerland,Carbon Monoxide,339.796
2003,Switzerland,Carbon Monoxide,331.767
2004,Switzerland,Carbon Monoxide,315.8
2005,Switzerland,Carbon Monoxide,301.826
2006,Switzerland,Carbon Monoxide,280.11
2007,Switzerland,Carbon Monoxide,264.159
2008,Switzerland,Carbon Monoxide,254.353
2009,Switzerland,Carbon Monoxide,237.873
2010,Switzerland,Carbon Monoxide,228.258
2011,Switzerland,Carbon Monoxide,206.986
2012,Switzerland,Carbon Monoxide,199.378
2013,Switzerland,Carbon Monoxide,192.028
2014,Switzerland,Carbon Monoxide,173.443
2015,Switzerland,Carbon Monoxide,164.426
2016,Switzerland,Carbon Monoxide,160.32
2017,Switzerland,Carbon Monoxide,154.113
2000,Switzerland,Non-methane Volatile Organic Compounds,147.324
2001,Switzerland,Non-methane Volatile Organic Compounds,139.565
2002,Switzerland,Non-methane Volatile Organic Compounds,127.757
2003,Switzerland,Non-methane Volatile Organic Compounds,118.477
2004,Switzerland,Non-methane Volatile Organic Compounds,109.528
2005,Switzerland,Non-methane Volatile Organic Compounds,106.57
2006,Switzerland,Non-methane Volatile Organic Compounds,103.551
2007,Switzerland,Non-methane Volatile Organic Compounds,100.644
2008,Switzerland,Non-methane Volatile Organic Compounds,98.789
2009,Switzerland,Non-methane Volatile Organic Compounds,95.481
2010,Switzerland,Non-methane Volatile Organic Compounds,92.468
2011,Switzerland,Non-methane Volatile Organic Compounds,89.44
2012,Switzerland,Non-methane Volatile Organic Compounds,88.015
2013,Switzerland,Non-methane Volatile Organic Compounds,85.882
2014,Switzerland,Non-methane Volatile Organic Compounds,82.425
2015,Switzerland,Non-methane Volatile Organic Compounds,80.158
2016,Switzerland,Non-methane Volatile Organic Compounds,78.238
2017,Switzerland,Non-methane Volatile Organic Compounds,78.242
2000,Turkey,Sulphur Oxides,2242.096
2001,Turkey,Sulphur Oxides,1982.51
2002,Turkey,Sulphur Oxides,1872.274
2003,Turkey,Sulphur Oxides,1790.901
2004,Turkey,Sulphur Oxides,1779.164
2005,Turkey,Sulphur Oxides,2002.875
2006,Turkey,Sulphur Oxides,2159.921
2007,Turkey,Sulphur Oxides,2522.619
2008,Turkey,Sulphur Oxides,2558.518
2009,Turkey,Sulphur Oxides,2662.376
2010,Turkey,Sulphur Oxides,2557.314
2011,Turkey,Sulphur Oxides,2636.8
2012,Turkey,Sulphur Oxides,2703.019
2013,Turkey,Sulphur Oxides,1939.766
2014,Turkey,Sulphur Oxides,2149.207
2015,Turkey,Sulphur Oxides,1948.121
2016,Turkey,Sulphur Oxides,2250.319
2017,Turkey,Sulphur Oxides,2349.93
2000,Turkey,Nitrogen Oxides,495.332
2001,Turkey,Nitrogen Oxides,473.517
2002,Turkey,Nitrogen Oxides,560.239
2003,Turkey,Nitrogen Oxides,541.9
2004,Turkey,Nitrogen Oxides,633.065
2005,Turkey,Nitrogen Oxides,671.817
2006,Turkey,Nitrogen Oxides,689.035
2007,Turkey,Nitrogen Oxides,741.438
2008,Turkey,Nitrogen Oxides,732.079
2009,Turkey,Nitrogen Oxides,713.653
2010,Turkey,Nitrogen Oxides,703.726
2011,Turkey,Nitrogen Oxides,741.916
2012,Turkey,Nitrogen Oxides,654.032
2013,Turkey,Nitrogen Oxides,706.692
2014,Turkey,Nitrogen Oxides,701.53
2015,Turkey,Nitrogen Oxides,709.257
2016,Turkey,Nitrogen Oxides,718.541
2017,Turkey,Nitrogen Oxides,782.583
2000,Turkey,Particulates (PM10),704.508
2001,Turkey,Particulates (PM10),600.914
2002,Turkey,Particulates (PM10),741.652
2003,Turkey,Particulates (PM10),722.269
2004,Turkey,Particulates (PM10),689.938
2005,Turkey,Particulates (PM10),694.483
2006,Turkey,Particulates (PM10),749.196
2007,Turkey,Particulates (PM10),754.157
2008,Turkey,Particulates (PM10),748.601
2009,Turkey,Particulates (PM10),817.55
2010,Turkey,Particulates (PM10),906.644
2011,Turkey,Particulates (PM10),869.62
2012,Turkey,Particulates (PM10),888.703
2013,Turkey,Particulates (PM10),779.38
2014,Turkey,Particulates (PM10),550.804
2015,Turkey,Particulates (PM10),806.609
2016,Turkey,Particulates (PM10),721.418
2017,Turkey,Particulates (PM10),764.935
2000,Turkey,Particulates (PM2.5),383.731
2001,Turkey,Particulates (PM2.5),371.607
2002,Turkey,Particulates (PM2.5),359.482
2003,Turkey,Particulates (PM2.5),348.254
2004,Turkey,Particulates (PM2.5),351.272
2005,Turkey,Particulates (PM2.5),354.29
2006,Turkey,Particulates (PM2.5),357.02
2007,Turkey,Particulates (PM2.5),359.747
2008,Turkey,Particulates (PM2.5),362.476
2009,Turkey,Particulates (PM2.5),365.205
2010,Turkey,Particulates (PM2.5),368.03
2011,Turkey,Particulates (PM2.5),370.855
2012,Turkey,Particulates (PM2.5),373.68
2013,Turkey,Particulates (PM2.5),376.505
2014,Turkey,Particulates (PM2.5),379.331
2015,Turkey,Particulates (PM2.5),382.156
2016,Turkey,Particulates (PM2.5),384.981
2017,Turkey,Particulates (PM2.5),387.806
2000,Turkey,Carbon Monoxide,2605.457
2001,Turkey,Carbon Monoxide,2357.09
2002,Turkey,Carbon Monoxide,2419.822
2003,Turkey,Carbon Monoxide,2376.004
2004,Turkey,Carbon Monoxide,2375.947
2005,Turkey,Carbon Monoxide,2318.405
2006,Turkey,Carbon Monoxide,2350.264
2007,Turkey,Carbon Monoxide,2399.662
2008,Turkey,Carbon Monoxide,2722.377
2009,Turkey,Carbon Monoxide,2933.366
2010,Turkey,Carbon Monoxide,2898.822
2011,Turkey,Carbon Monoxide,2596.09
2012,Turkey,Carbon Monoxide,2825.063
2013,Turkey,Carbon Monoxide,2042.579
2014,Turkey,Carbon Monoxide,1958.516
2015,Turkey,Carbon Monoxide,2182.265
2016,Turkey,Carbon Monoxide,2047.339
2000,Turkey,Non-methane Volatile Organic Compounds,1015.417
2001,Turkey,Non-methane Volatile Organic Compounds,929.48
2002,Turkey,Non-methane Volatile Organic Compounds,985.834
2003,Turkey,Non-methane Volatile Organic Compounds,1008.805
2004,Turkey,Non-methane Volatile Organic Compounds,1012.448
2005,Turkey,Non-methane Volatile Organic Compounds,997.544
2006,Turkey,Non-methane Volatile Organic Compounds,994.703
2007,Turkey,Non-methane Volatile Organic Compounds,987.38
2008,Turkey,Non-methane Volatile Organic Compounds,1001.482
2009,Turkey,Non-methane Volatile Organic Compounds,1027.066
2010,Turkey,Non-methane Volatile Organic Compounds,1048.757
2011,Turkey,Non-methane Volatile Organic Compounds,1032.802
2012,Turkey,Non-methane Volatile Organic Compounds,1093.933
2013,Turkey,Non-methane Volatile Organic Compounds,1038.361
2014,Turkey,Non-methane Volatile Organic Compounds,1039.054
2015,Turkey,Non-methane Volatile Organic Compounds,1076.25
2016,Turkey,Non-methane Volatile Organic Compounds,1060.581
2017,Turkey,Non-methane Volatile Organic Compounds,1098.316
2000,United Kingdom,Sulphur Oxides,1286.052
2001,United Kingdom,Sulphur Oxides,1197.375
2002,United Kingdom,Sulphur Oxides,1077.062
2003,United Kingdom,Sulphur Oxides,1051.769
2004,United Kingdom,Sulphur Oxides,894.157
2005,United Kingdom,Sulphur Oxides,772.534
2006,United Kingdom,Sulphur Oxides,727.473
2007,United Kingdom,Sulphur Oxides,632.047
2008,United Kingdom,Sulphur Oxides,528.976
2009,United Kingdom,Sulphur Oxides,432.162
2010,United Kingdom,Sulphur Oxides,449.575
2011,United Kingdom,Sulphur Oxides,414.828
2012,United Kingdom,Sulphur Oxides,459.147
2013,United Kingdom,Sulphur Oxides,396.434
2014,United Kingdom,Sulphur Oxides,321.656
2015,United Kingdom,Sulphur Oxides,249.5
2016,United Kingdom,Sulphur Oxides,175.027
2017,United Kingdom,Sulphur Oxides,172.133
2000,United Kingdom,Nitrogen Oxides,2047.801
2001,United Kingdom,Nitrogen Oxides,1997.587
2002,United Kingdom,Nitrogen Oxides,1891.027
2003,United Kingdom,Nitrogen Oxides,1846.697
2004,United Kingdom,Nitrogen Oxides,1787.785
2005,United Kingdom,Nitrogen Oxides,1774.54
2006,United Kingdom,Nitrogen Oxides,1702.06
2007,United Kingdom,Nitrogen Oxides,1633.896
2008,United Kingdom,Nitrogen Oxides,1462.951
2009,United Kingdom,Nitrogen Oxides,1270.542
2010,United Kingdom,Nitrogen Oxides,1247.086
2011,United Kingdom,Nitrogen Oxides,1157.076
2012,United Kingdom,Nitrogen Oxides,1181.584
2013,United Kingdom,Nitrogen Oxides,1121.9
2014,United Kingdom,Nitrogen Oxides,1050.322
2015,United Kingdom,Nitrogen Oxides,1013.528
2016,United Kingdom,Nitrogen Oxides,922.968
2017,United Kingdom,Nitrogen Oxides,887.981
2000,United Kingdom,Particulates (PM10),235.748
2001,United Kingdom,Particulates (PM10),241.805
2002,United Kingdom,Particulates (PM10),213.082
2003,United Kingdom,Particulates (PM10),225.968
2004,United Kingdom,Particulates (PM10),210.384
2005,United Kingdom,Particulates (PM10),203.341
2006,United Kingdom,Particulates (PM10),197.294
2007,United Kingdom,Particulates (PM10),187.716
2008,United Kingdom,Particulates (PM10),178.549
2009,United Kingdom,Particulates (PM10),168.646
2010,United Kingdom,Particulates (PM10),183.505
2011,United Kingdom,Particulates (PM10),167.371
2012,United Kingdom,Particulates (PM10),169.234
2013,United Kingdom,Particulates (PM10),177.118
2014,United Kingdom,Particulates (PM10),168.029
2015,United Kingdom,Particulates (PM10),169.114
2016,United Kingdom,Particulates (PM10),169.296
2017,United Kingdom,Particulates (PM10),170.818
2000,United Kingdom,Particulates (PM2.5),148.038
2001,United Kingdom,Particulates (PM2.5),146.883
2002,United Kingdom,Particulates (PM2.5),130.66
2003,United Kingdom,Particulates (PM2.5),131.633
2004,United Kingdom,Particulates (PM2.5),128.264
2005,United Kingdom,Particulates (PM2.5),126.069
2006,United Kingdom,Particulates (PM2.5),123.607
2007,United Kingdom,Particulates (PM2.5),117.531
2008,United Kingdom,Particulates (PM2.5),115.993
2009,United Kingdom,Particulates (PM2.5),110.857
2010,United Kingdom,Particulates (PM2.5),119.001
2011,United Kingdom,Particulates (PM2.5),107.16
2012,United Kingdom,Particulates (PM2.5),112.677
2013,United Kingdom,Particulates (PM2.5),114.121
2014,United Kingdom,Particulates (PM2.5),107.651
2015,United Kingdom,Particulates (PM2.5),108.582
2016,United Kingdom,Particulates (PM2.5),107.111
2017,United Kingdom,Particulates (PM2.5),106.83
2000,United Kingdom,Carbon Monoxide,4440.569
2001,United Kingdom,Carbon Monoxide,4463.129
2002,United Kingdom,Carbon Monoxide,3978.239
2003,United Kingdom,Carbon Monoxide,3622.779
2004,United Kingdom,Carbon Monoxide,3405.881
2005,United Kingdom,Carbon Monoxide,3157.362
2006,United Kingdom,Carbon Monoxide,2961.656
2007,United Kingdom,Carbon Monoxide,2748.489
2008,United Kingdom,Carbon Monoxide,2594.584
2009,United Kingdom,Carbon Monoxide,2123.474
2010,United Kingdom,Carbon Monoxide,2035.702
2011,United Kingdom,Carbon Monoxide,1850.214
2012,United Kingdom,Carbon Monoxide,1833.537
2013,United Kingdom,Carbon Monoxide,1832.501
2014,United Kingdom,Carbon Monoxide,1742.181
2015,United Kingdom,Carbon Monoxide,1702.236
2016,United Kingdom,Carbon Monoxide,1567.495
2017,United Kingdom,Carbon Monoxide,1550.056
2000,United Kingdom,Non-methane Volatile Organic Compounds,1635.317
2001,United Kingdom,Non-methane Volatile Organic Compounds,1557.766
2002,United Kingdom,Non-methane Volatile Organic Compounds,1468.285
2003,United Kingdom,Non-methane Volatile Organic Compounds,1351.243
2004,United Kingdom,Non-methane Volatile Organic Compounds,1262.612
2005,United Kingdom,Non-methane Volatile Organic Compounds,1179.847
2006,United Kingdom,Non-methane Volatile Organic Compounds,1130.196
2007,United Kingdom,Non-methane Volatile Organic Compounds,1089.524
2008,United Kingdom,Non-methane Volatile Organic Compounds,1010.741
2009,United Kingdom,Non-methane Volatile Organic Compounds,906.146
2010,United Kingdom,Non-methane Volatile Organic Compounds,880.769
2011,United Kingdom,Non-methane Volatile Organic Compounds,861.86
2012,United Kingdom,Non-methane Volatile Organic Compounds,846.148
2013,United Kingdom,Non-methane Volatile Organic Compounds,818.339
2014,United Kingdom,Non-methane Volatile Organic Compounds,814.09
2015,United Kingdom,Non-methane Volatile Organic Compounds,815.405
2016,United Kingdom,Non-methane Volatile Organic Compounds,801.956
2017,United Kingdom,Non-methane Volatile Organic Compounds,810.106
2000,United States,Sulphur Oxides,14767.108
2001,United States,Sulphur Oxides,14413.253
2002,United States,Sulphur Oxides,13564.209
2003,United States,Sulphur Oxides,13360.887
2004,United States,Sulphur Oxides,13146.333
2005,United States,Sulphur Oxides,13145.176
2006,United States,Sulphur Oxides,11854.056
2007,United States,Sulphur Oxides,10562.935
2008,United States,Sulphur Oxides,9302.125
2009,United States,Sulphur Oxides,8182.259
2010,United States,Sulphur Oxides,6951.162
2011,United States,Sulphur Oxides,5790.66
2012,United States,Sulphur Oxides,4521.158
2013,United States,Sulphur Oxides,4334.555
2014,United States,Sulphur Oxides,4176.349
2015,United States,Sulphur Oxides,3278.533
2016,United States,Sulphur Oxides,2621.311
2017,United States,Sulphur Oxides,2489.063
2000,United States,Nitrogen Oxides,20262.523
2001,United States,Nitrogen Oxides,19393.71
2002,United States,Nitrogen Oxides,21632.312
2003,United States,Nitrogen Oxides,20445.527
2004,United States,Nitrogen Oxides,19248.535
2005,United States,Nitrogen Oxides,18380.739
2006,United States,Nitrogen Oxides,17357.631
2007,United States,Nitrogen Oxides,16334.523
2008,United States,Nitrogen Oxides,15252.744
2009,United States,Nitrogen Oxides,14220.664
2010,United States,Nitrogen Oxides,13381.276
